epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,val_auc,lr_head,epoch_time_sec
1,0.5654456559636013,0.7781350482315113,0.8567969560705638,0.5095277475366681,0.8354037267080745,0.8955665024630541,0.8048221231612236,0.0001,45.027241468429565
2,0.47908530884434214,0.8210075026795284,0.8829712683952348,0.4736194517116369,0.8493788819875776,0.9073543457497613,0.8582457890416367,0.0001,42.40217566490173
3,0.44857161198577383,0.8441854233654876,0.899071422372646,0.44827411950837753,0.8462732919254659,0.8996960486322189,0.8670677598013239,0.0001,42.129194021224976
4,0.4199638647116516,0.8519560557341908,0.9035860745135678,0.4181725900180592,0.8377329192546584,0.8926553672316384,0.8902674300598177,0.0001,42.33162260055542
5,0.3930541731531957,0.8622722400857449,0.909998248993171,0.4091955355790831,0.8524844720496895,0.9036511156186613,0.8940324407452435,0.0001,42.355671405792236
6,0.36186148378566374,0.8688370846730975,0.9145351374945438,0.39564600336995925,0.8664596273291926,0.9141716566866267,0.9013823512093408,0.0001,42.34735083580017
7,0.3337816440976273,0.882636655948553,0.9235602094240838,0.3857417698567791,0.84472049689441,0.8987854251012146,0.8981646005867459,0.0001,42.641809701919556
8,0.311875864619867,0.8928188638799571,0.9302771483353669,0.42767094088405927,0.842391304347826,0.8948731227343345,0.8964362286161593,0.0001,42.17704224586487
9,0.28184741502559113,0.9034030010718114,0.9368817298432986,0.4980571498857198,0.8509316770186336,0.904572564612326,0.8875484481020813,0.0001,42.261109352111816
10,0.2531190254784776,0.9141211146838156,0.9439440314822912,0.44081577500444113,0.8105590062111802,0.8707627118644068,0.8825850071524811,0.0001,42.35604286193848
11,0.23053031476577576,0.920150053590568,0.9478929882846652,0.44489960155235775,0.8190993788819876,0.8776902887139107,0.8813034487774971,0.0001,42.36394429206848
12,0.2075973677116447,0.9320739549839229,0.955670193232491,0.6215716511110908,0.8773291925465838,0.9237451737451737,0.8824880243565365,0.0001,42.444252252578735
13,0.18464691942159714,0.9381028938906752,0.9597420704078076,0.5428647140658501,0.8664596273291926,0.9160975609756098,0.8859066679135883,0.0001,42.39201641082764
14,0.17332357962005096,0.9441318327974276,0.9637107301366287,0.4733783936985589,0.8392857142857143,0.893353941267388,0.8902327933469802,0.0001,42.41753602027893
15,0.15636100231951175,0.9431939978563773,0.962924099335432,0.4612389933679438,0.8043478260869565,0.8643702906350915,0.8829590836511251,0.0001,42.19494438171387
