epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,val_auc,lr_head,epoch_time_sec
1,0.5528655941823306,0.7658092175777064,0.841148673209742,0.47170151895062523,0.8354037267080745,0.8927125506072875,0.8545535154531696,0.0001,47.27203893661499
2,0.43525171729437234,0.8306538049303323,0.8874242964018525,0.41234107718149327,0.8586956521739131,0.9081735620585267,0.897028516405679,0.0001,42.477675437927246
3,0.37386883625390144,0.8630760986066452,0.9092201101438977,0.49204426575799165,0.8579192546583851,0.9098966026587888,0.8791386542251594,0.0001,42.509894132614136
4,0.3247882107740589,0.877545551982851,0.9186543253826984,0.4177466672816262,0.8548136645962733,0.9058882737795672,0.8917464176979747,0.0001,42.64388036727905
5,0.2673951858553564,0.9034030010718114,0.9362116252322392,0.4953306413932432,0.8540372670807453,0.9059059059059059,0.8867500718711793,0.0001,42.477580308914185
6,0.2275909113768196,0.9222936763129689,0.9490065060664674,0.458725681320203,0.7888198757763976,0.8497237569060774,0.9047282576694341,0.0001,42.4518027305603
7,0.17074597398865884,0.939844587352626,0.9605967529618253,0.5646987169292634,0.8524844720496895,0.9029622063329928,0.8896889969554329,0.0001,42.55080771446228
8,0.15254024104449126,0.9488210075026795,0.9665967121371108,0.5669410109826543,0.8509316770186336,0.9020408163265307,0.8894621264863478,0.0001,42.30101752281189
9,0.11788257084791882,0.964898177920686,0.9771816756662602,0.680409894143347,0.8322981366459627,0.8880829015544042,0.8821416572281625,0.0001,42.48443865776062
10,0.10806529355564136,0.9619506966773848,0.9752138244021644,0.6284828190547154,0.8416149068322981,0.8953846153846153,0.8897357565177635,0.0001,42.337929248809814
11,0.08657951335037814,0.9736066452304395,0.9828829611608306,0.6596958946461228,0.8454968944099379,0.898933468765871,0.882723554003831,0.0001,42.369715452194214
12,0.07952692174057652,0.9719989281886388,0.9818118527543295,0.9728032313178797,0.8610248447204969,0.9143950263032042,0.8710423225994159,0.0001,42.406951665878296
13,0.07701027270634793,0.9738745980707395,0.9830390536661738,0.865156793764428,0.8680124223602484,0.9185823754789272,0.8875813529792769,0.0001,42.7013258934021
14,0.07766614053498178,0.9752143622722401,0.9839395780883757,0.7101368008033945,0.8470496894409938,0.8981912144702843,0.8901358105510354,0.0001,42.7838613986969
15,0.05772040987383245,0.9821811361200429,0.9884658745989073,0.8189094022823128,0.8742236024844721,0.9196428571428571,0.8809137857580764,0.0001,42.46206593513489
