group,n_seeds,test_loss_mean,test_loss_std,test_acc_mean,test_acc_std,test_f1_mean,test_f1_std,test_auc_mean,test_auc_std,best_val_auc_mean,best_val_auc_std,num_epochs_mean,num_epochs_std,batch_size_mean,batch_size_std,num_frames_mean,num_frames_std,img_size_mean,img_size_std,clip_period_mean,clip_period_std,ef_threshold_mean,ef_threshold_std,lr_mean,lr_std,backbone_lr_mean,backbone_lr_std,weight_decay_mean,weight_decay_std,dropout_mean,dropout_std,grad_clip_mean,grad_clip_std,grad_accum_steps_mean,grad_accum_steps_std,warmup_frac_mean,warmup_frac_std,freeze_epochs_mean,freeze_epochs_std,pretrained_mean,pretrained_std,total_runtime_sec_mean,total_runtime_sec_std
swin3d,12,0.42529577153665304,0.0207948991397782,0.87144348734012,0.007907599532788382,0.9177172064327905,0.00658427386502672,0.9154920651763817,0.002155898147288281,0.9096775552946257,0.0021986145143846423,15.0,0.0,2.0,0.0,32.0,0.0,224.0,0.0,2.0,0.0,50.0,0.0,0.0010000000000000002,2.2648244732202216e-19,1e-05,0.0,0.0001,0.0,0.29999999999999993,5.797950651443767e-17,1.0,0.0,8.0,0.0,0.10000000000000002,1.4494876628609418e-17,2.0,0.0,1.0,0.0,4227.957925140858,2489.27298738511
