group,n_seeds,test_loss_mean,test_loss_std,test_acc_mean,test_acc_std,test_f1_mean,test_f1_std,test_auc_mean,test_auc_std,best_val_auc_mean,best_val_auc_std,num_epochs_mean,num_epochs_std,batch_size_mean,batch_size_std,num_frames_mean,num_frames_std,img_size_mean,img_size_std,clip_period_mean,clip_period_std,ef_threshold_mean,ef_threshold_std,lr_mean,lr_std,backbone_lr_mean,backbone_lr_std,weight_decay_mean,weight_decay_std,dropout_mean,dropout_std,grad_clip_mean,grad_clip_std,grad_accum_steps_mean,grad_accum_steps_std,warmup_frac_mean,warmup_frac_std,freeze_epochs_mean,freeze_epochs_std,pretrained_mean,pretrained_std,total_runtime_sec_mean,total_runtime_sec_std
cnn_lstm,12,0.4188362332352047,0.041030734491546185,0.8568911511354739,0.01885069238603035,0.9062663096697855,0.014801723323464551,0.9042773474344464,0.007270983582162566,0.9029144484738487,0.0028946592831606624,15.0,0.0,4.0,0.0,64.0,0.0,112.0,0.0,1.0,0.0,50.0,0.0,0.0001,0.0,,,0.0001,0.0,0.29999999999999993,5.797950651443767e-17,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1051.8279383381207,1390.587929715461
