epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,val_auc,lr_head,epoch_time_sec
1,0.5638149838956985,0.7659431939978564,0.8462283249713933,0.47480661477546515,0.8400621118012422,0.9003868471953579,0.8437918887745877,0.0001,45.34120035171509
2,0.4620620219761784,0.8358788853161844,0.893208961729579,0.4251288015464818,0.8369565217391305,0.8926380368098159,0.8784112832555739,0.0001,42.40667700767517
3,0.4334024802758561,0.8498124330117899,0.9029016890428757,0.42400080336963536,0.8338509316770186,0.8900308324768756,0.8791663635954293,0.0001,42.24945950508118
4,0.40315498834237584,0.8492765273311897,0.9011510412090326,0.4466121593339843,0.8695652173913043,0.918918918918919,0.8925326710793839,0.0001,42.23406672477722
5,0.36909029518228526,0.8626741693461951,0.9100166798349574,0.4036534064281616,0.8664596273291926,0.9149357072205737,0.9018430194900783,0.0001,42.43510961532593
6,0.36306234570313684,0.8727224008574491,0.9170740223463687,0.38446649900921015,0.843167701863354,0.8956611570247934,0.903796530094108,0.0001,42.37436103820801
7,0.3282299212567453,0.8760718113612004,0.9186384026739379,0.4429677430227954,0.8625776397515528,0.9137006338371526,0.8935302084091012,0.0001,42.16973805427551
8,0.31639768553464825,0.8877277599142551,0.926439606741573,0.40031781962129825,0.8416149068322981,0.8938605619146722,0.9012645863856936,0.0001,42.33015489578247
9,0.27867427206082346,0.8991157556270096,0.9338370969159124,0.4613676915893921,0.8633540372670807,0.9140625,0.8919403832898642,0.0001,42.25650143623352
10,0.2697750718988433,0.9084941050375134,0.9402815423625076,0.4185895358750261,0.843944099378882,0.8960165545783756,0.8966059485090627,0.0001,42.35867166519165
11,0.24000714168636214,0.9212218649517685,0.9486373165618449,0.4796065459322902,0.8641304347826086,0.91417361451692,0.8909324549462958,0.0001,42.36110019683838
12,0.20984053045077086,0.9323419078242229,0.9559144478393714,0.43080251831821637,0.8330745341614907,0.8872574724698479,0.8958924322246122,0.0001,41.93904423713684
13,0.18537004895867593,0.9418542336548767,0.9621951219512195,0.4910099615953192,0.8501552795031055,0.9011776753712237,0.8861976163014227,0.0001,42.13862919807434
14,0.1764625218165421,0.9433279742765274,0.963130828902641,0.48360285285053345,0.8291925465838509,0.8851774530271399,0.8997093979792941,0.0001,41.94420647621155
15,0.150001808396389,0.9540460878885316,0.9700985092842821,0.587729138894128,0.8229813664596274,0.8785942492012779,0.8930764674709311,0.0001,42.265568256378174
