epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,val_auc,lr_head,epoch_time_sec
1,0.649567396927323,0.8093515541264737,0.8805707091900965,0.6278929355415452,0.8641304347826086,0.9178789300797747,0.8911506662371714,0.0001,94.66192984580994
2,0.552761247935496,0.867631296891747,0.9165963194327199,0.5853928722374674,0.8843167701863354,0.9286740067017711,0.913619501854796,0.0001,93.63447904586792
3,0.5172365677253544,0.8796891747052519,0.9244234977276553,0.5480787433645549,0.8695652173913043,0.9141981613891726,0.9182435030185895,0.0001,93.62380647659302
4,0.48246331534938536,0.8893354769560557,0.9300237207726194,0.4778304016864743,0.8913043478260869,0.9315738025415444,0.9308599256696144,0.0001,93.58385610580444
5,0.4445723474802972,0.89991961414791,0.9364741899821414,0.4259517444357325,0.8944099378881988,0.9317953861584755,0.939271451382178,0.0001,93.65695548057556
6,0.4192403734877159,0.9090300107181136,0.9424429939815208,0.5926140983542355,0.8889751552795031,0.9317422434367542,0.9288388734755517,0.0001,93.64443016052246
7,0.3801556377382687,0.9168006430868167,0.946972931431987,0.7665860185394952,0.8773291925465838,0.9257518796992481,0.9193432186511771,0.0001,93.5228533744812
8,0.3514719988853525,0.9285905680600214,0.9544015741295235,0.6250050471041182,0.8850931677018633,0.9281553398058252,0.905356914007433,0.0001,93.77575922012329
9,0.33765988989814016,0.929930332261522,0.955203426124197,0.5304008681151396,0.8687888198757764,0.9124805800103574,0.9339096882349478,0.0001,93.67075943946838
10,0.3080504185922225,0.9386387995712755,0.9607943845231981,0.6490631141450479,0.8757763975155279,0.9202392821535393,0.9166190411865154,0.0001,93.63593196868896
11,0.28007180364648093,0.942390139335477,0.962975718959876,0.6205244593979192,0.8858695652173914,0.9261677548970366,0.9255795587975519,0.0001,93.59340238571167
12,0.27887439190957297,0.947615219721329,0.966429123379411,0.703975417208894,0.8517080745341615,0.9000523286237572,0.9125873278122413,0.0001,93.5380973815918
