epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,val_auc,lr_head,epoch_time_sec
1,0.6231852177657781,0.7526795284030011,0.8549882168106834,0.5810261564965574,0.765527950310559,0.8559160305343512,0.6850587611833286,0.0006695278969957081,105.96382927894592
2,0.6009817534163145,0.7607181136120043,0.857462090981644,0.563909258762872,0.7849378881987578,0.8740336516598454,0.7154871134109888,0.000996560956835922,104.75941181182861
3,0.5205290545351998,0.7958199356913184,0.87283044058745,0.44945186804922194,0.7950310559006211,0.8595744680851064,0.8522917381048869,0.0009695895867602591,249.55181503295898
4,0.43540300700067475,0.8392282958199357,0.8974358974358975,0.411921293108134,0.8408385093167702,0.8955680081507896,0.8704725486732406,0.0009171942462813938,249.50577187538147
5,0.39167613662949,0.8593247588424437,0.9101335159192058,0.3855750131788114,0.8618012422360248,0.9123152709359605,0.8858754948720347,0.0008422116626674727,249.50444436073303
6,0.35414388921686957,0.8715166130760986,0.9177600548838007,0.4107515668516916,0.8703416149068323,0.918734793187348,0.8998617995157788,0.0007487014552974263,249.50929975509644
7,0.33553234965597234,0.882368703108253,0.9245963586396427,0.40703174168723405,0.8734472049689441,0.9199017199017199,0.9005406790873919,0.000641726344494708,249.57002782821655
8,0.3079340157481063,0.8890675241157556,0.9286821705426357,0.40731656789081533,0.8742236024844721,0.9198019801980198,0.9038727308623502,0.0005270780516424333,249.6189887523651
9,0.29298867652503363,0.8996516613076099,0.9357136726461248,0.3935340384685005,0.8672360248447205,0.9146280579131303,0.9091236565285008,0.00041096373057542923,248.463960647583
10,0.2688607103921037,0.9088960342979635,0.9415204678362573,0.39113809425885077,0.8742236024844721,0.9201970443349754,0.9096743802626156,0.0002996699071141728,248.51829266548157
11,0.2565631930314165,0.9135852090032154,0.9446399450690928,0.4014574233830295,0.8664596273291926,0.9136546184738956,0.9100969481592319,0.00019922212133347572,248.5494601726532
12,0.2508225509660262,0.9184083601286174,0.9476849067949489,0.41607343482009246,0.8703416149068323,0.9170392449080974,0.9121543689017738,0.00011505869981628952,249.62323784828186
13,0.24223528379482634,0.9239013933547695,0.9512111321078852,0.44733438997230546,0.8703416149068323,0.9169567379413227,0.9122115194779554,5.173632013386892e-05,249.66161251068115
14,0.22770241287223209,0.927518756698821,0.9535980787374561,0.45604841569490095,0.8703416149068323,0.917367639782286,0.9122877202461978,1.2683308535978322e-05,249.50607347488403
15,0.2277527549569726,0.9239013933547695,0.951085084395453,0.4544828116501906,0.8718944099378882,0.9181141439205955,0.9121231958602201,0.0,249.65595698356628
